RollID,Campaign,Episode,Time,Player,Character,Type of Roll,D20?,Total Roll,Natural Roll,Crit?,Notes
16318,The Mighty Nein,24,02:11:19,Laura,Jester,Investigation,Yes,16,15,No,null
16319,The Mighty Nein,24,02:23:40,Marisha,Beau,Insight,Yes,12,6,No,null
16320,The Mighty Nein,24,02:27:42,Marisha,Beau,Charisma Save,Yes,16,15,No,null
16321,The Mighty Nein,24,02:43:15,Travis,Fjord,Persuasion,Yes,20,16,No,null
16322,The Mighty Nein,24,02:57:26,Marisha,Beau,Intimidation,Yes,13,12,No,null
16323,The Mighty Nein,24,02:57:28,Travis,Fjord,Intimidation,Yes,16,9,No,null
16324,The Mighty Nein,24,03:08:43,Travis,Fjord,Perception,Yes,8,7,No,null
16325,The Mighty Nein,24,03:11:29,Marisha,Beau,Acrobatics,Yes,25,18,No,null
16326,The Mighty Nein,24,03:12:00,Marisha,Beau,Perception,Yes,14,11,No,null
16327,The Mighty Nein,24,03:24:17,Laura,Jester,Insight,Yes,null,null,No,null
16328,The Mighty Nein,25,00:29:19,Sam,Nott,Perception,Yes,null,null,No,Disregarded due to disadvantage
16329,The Mighty Nein,25,00:29:19,Sam,Nott,Perception,Yes,7,7,No,With disadvantage
16330,The Mighty Nein,25,00:33:41,Liam,Caleb,Intelligence,Yes,6,1,Yes,null
16331,The Mighty Nein,25,00:33:48,Taliesin,Molly,Intelligence,Yes,8,6,No,null
16332,The Mighty Nein,25,00:48:35,Sam,Nott,Perception,Yes,18,18,No,null
16333,The Mighty Nein,25,00:51:42,Sam,Nott,Investigation,Yes,10,4,No,null
16334,The Mighty Nein,25,00:54:49,Taliesin,Molly,Acrobatics,Yes,null,null,No,Disregarded due to advantage
16335,The Mighty Nein,25,00:54:49,Taliesin,Molly,Acrobatics,Yes,10,4,No,With advantage
16336,The Mighty Nein,25,00:55:39,Taliesin,Molly,Performance,Yes,15,15,No,With disadvantage
16337,The Mighty Nein,25,00:55:39,Taliesin,Molly,Performance,Yes,20,20,Yes,Disregarded due to disadvantage
16338,The Mighty Nein,25,00:57:18,Taliesin,Molly,Acrobatics,Yes,26,20,Yes,null
16339,The Mighty Nein,25,00:57:56,Taliesin,Molly,Deception,Yes,9,6,No,null
16340,The Mighty Nein,25,01:00:18,Sam,Nott,Sleight of Hand,Yes,19,9,No,null
16341,The Mighty Nein,25,01:03:39,Marisha,Beau,Persuasion,Yes,null,null,No,Disregarded due to advantage
16342,The Mighty Nein,25,01:03:39,Marisha,Beau,Persuasion,Yes,13,12,No,With advantage
16343,The Mighty Nein,25,01:11:53,Taliesin,Molly,Persuasion,Yes,null,null,No,Disregarded due to advantage
16344,The Mighty Nein,25,01:11:53,Taliesin,Molly,Persuasion,Yes,8,8,No,With advantage
16345,The Mighty Nein,25,01:19:12,Taliesin,Molly,Perception,Yes,15,12,No,null
16346,The Mighty Nein,25,01:28:56,Sam,Nott,Thieves' Tools,Yes,14,7,No,null
16347,The Mighty Nein,25,01:29:15,Sam,Nott,Perception,Yes,4,4,No,null
16348,The Mighty Nein,25,01:30:38,Liam,Caleb,Perception,Yes,null,null,No,Disregarded due to advantage
16349,The Mighty Nein,25,01:30:38,Liam,Caleb,Perception,Yes,19,16,No,With advantage
16350,The Mighty Nein,25,01:32:10,Taliesin,Molly,Perception,Yes,16,13,No,null
16351,The Mighty Nein,25,01:34:35,Liam,Caleb,Intelligence,Yes,15,10,No,null
16352,The Mighty Nein,25,01:35:18,Marisha,Beau,Perception,Yes,7,4,No,null
16353,The Mighty Nein,25,01:40:07,Liam,Frumpkin,Stealth,Yes,19,15,No,null
16354,The Mighty Nein,25,01:42:11,Marisha,Beau,Stealth,Yes,15,8,No,null
16355,The Mighty Nein,25,01:44:11,Sam,Nott,Dexterity Save,Yes,21,14,No,null
16356,The Mighty Nein,25,01:44:18,Marisha,Beau,Dexterity Save,Yes,25,18,No,null
16357,The Mighty Nein,25,01:45:08,Ashley,Yasha,Initiative,Yes,19,17,No,null
16358,The Mighty Nein,25,01:45:19,Travis,Fjord,Initiative,Yes,14,14,No,null
16359,The Mighty Nein,25,01:45:23,Marisha,Beau,Initiative,Yes,10,6,No,null
16360,The Mighty Nein,25,01:45:31,Liam,Caleb,Initiative,Yes,6,5,No,null
16361,The Mighty Nein,25,01:45:31,Sam,Nott,Initiative,Yes,7,3,No,null
16362,The Mighty Nein,25,01:45:35,Taliesin,Molly,Initiative,Yes,7,4,No,null
16363,The Mighty Nein,25,01:47:10,Ashley,Yasha,Attack,Yes,11,4,No,Magician's Judge
16364,The Mighty Nein,25,01:47:34,Ashley,Yasha,Attack,Yes,21,14,No,Magician's Judge
16365,The Mighty Nein,25,01:47:52,Ashley,Yasha,Damage,No,16,null,No,null
16366,The Mighty Nein,25,01:49:59,Travis,Fjord,Spell Attack,Yes,15,8,No,Eldritch Blast
16367,The Mighty Nein,25,01:50:15,Travis,Fjord,Spell Attack,Yes,20,13,No,Eldritch Blast
16368,The Mighty Nein,25,01:50:39,Travis,Fjord,Damage,No,9,null,No,null
16369,The Mighty Nein,25,01:51:57,Ashley,Yasha,Athletics,Yes,null,null,No,Disregarded due to advantage
16370,The Mighty Nein,25,01:51:57,Ashley,Yasha,Athletics,Yes,9,3,No,With advantage
16371,The Mighty Nein,25,01:53:02,Sam,Nott,Attack,Yes,18,11,No,Hand Crossbow as bludgeoning weapon
16372,The Mighty Nein,25,01:54:11,Sam,Nott,Dexterity Save,Yes,12,5,No,Against Shrapnel Blast
16373,The Mighty Nein,25,01:54:14,Marisha,Beau,Dexterity Save,Yes,22,15,No,Against Shrapnel Blast
16374,The Mighty Nein,25,01:55:33,Marisha,Beau,Attack,Yes,9,2,No,Staff
16375,The Mighty Nein,25,01:55:45,Marisha,Beau,Attack,Yes,9,2,No,Staff
16376,The Mighty Nein,25,01:56:17,Marisha,Beau,Attack,Yes,17,10,No,Unarmed Strike
16377,The Mighty Nein,25,01:57:26,Sam,Nott,Perception,Yes,17,17,No,null
16378,The Mighty Nein,25,02:00:10,Taliesin,Molly,Attack,Yes,27,20,Yes,Summer's Dance
16379,The Mighty Nein,25,02:00:27,Taliesin,Molly,Damage,No,18,null,No,null
16380,The Mighty Nein,25,02:00:46,Taliesin,Molly,Attack,Yes,12,5,No,Summer's Dance
16381,The Mighty Nein,25,02:01:18,Taliesin,Molly,Attack,Yes,14,8,No,Scimitar
16382,The Mighty Nein,25,02:03:57,Liam,Caleb,Damage,No,5,null,No,Maximilian's Earthen Grasp
16383,The Mighty Nein,25,02:04:53,Laura,Jester,Spell Attack,Yes,15,12,No,Spiritual Weapon
16384,The Mighty Nein,25,02:05:50,Laura,Jester,Spell Attack,Yes,26,19,No,Guiding Bolt
16385,The Mighty Nein,25,02:06:11,Laura,Jester,Damage,No,14,null,No,null
16386,The Mighty Nein,25,02:07:46,Ashley,Yasha,Attack,Yes,null,null,No,Disregarded due to advantage
16387,The Mighty Nein,25,02:07:46,Ashley,Yasha,Attack,Yes,22,15,No,Magician's Judge with advantage
16388,The Mighty Nein,25,02:08:08,Ashley,Yasha,Damage,No,16,null,No,Gear Keeper AC lowered to 17
16389,The Mighty Nein,25,02:08:43,Ashley,Yasha,Attack,Yes,null,null,No,Disregarded due to advantage
16390,The Mighty Nein,25,02:08:43,Ashley,Yasha,Attack,Yes,25,18,No,Magician's Judge with advantage
16391,The Mighty Nein,25,02:08:55,Ashley,Yasha,Damage,No,11,null,No,null
16392,The Mighty Nein,25,02:09:57,Travis,Fjord,Attack,Yes,null,null,No,Disregarded due to advantage
16393,The Mighty Nein,25,02:09:57,Travis,Fjord,Attack,Yes,25,18,No,Wastehunter Falchion with advantage
16394,The Mighty Nein,25,02:10:25,Travis,Fjord,Damage,No,13,null,No,null
16395,The Mighty Nein,25,02:10:48,Travis,Fjord,Attack,Yes,null,null,No,Disregarded due to advantage
16396,The Mighty Nein,25,02:10:48,Travis,Fjord,Attack,Yes,23,16,No,Wastehunter Falchion with advantage
16397,The Mighty Nein,25,02:11:01,Travis,Fjord,Damage,No,13,null,No,null
16398,The Mighty Nein,25,02:12:39,Laura,Jester,Initiative,Yes,6,2,No,null
16399,The Mighty Nein,25,02:13:55,Liam,Caleb,Constitution Save,Yes,5,3,No,Concentration
16400,The Mighty Nein,25,02:15:57,Marisha,Beau,Attack,Yes,11,4,No,Disregarded due to advantage
16401,The Mighty Nein,25,02:15:57,Marisha,Beau,Attack,Yes,18,11,No,Staff with advantage
16402,The Mighty Nein,25,02:16:09,Marisha,Beau,Damage,No,8,null,No,null
16403,The Mighty Nein,25,02:17:34,Marisha,Beau,Attack,Yes,null,null,No,Disregarded due to advantage
16404,The Mighty Nein,25,02:17:34,Marisha,Beau,Attack,Yes,24,17,No,Staff with advantage
16405,The Mighty Nein,25,02:17:44,Marisha,Beau,Damage,No,10,null,No,null
16406,The Mighty Nein,25,02:18:43,Marisha,Beau,Attack,Yes,null,null,No,Disregarded due to advantage
16407,The Mighty Nein,25,02:18:43,Marisha,Beau,Attack,Yes,22,15,No,Unarmed Strike with advantage
16408,The Mighty Nein,25,02:18:50,Marisha,Beau,Damage,No,5,null,No,null
16409,The Mighty Nein,25,02:19:28,Sam,Nott,Attack,Yes,22,15,No,Hand Crossbow
16410,The Mighty Nein,25,02:19:39,Sam,Nott,Damage,No,8,null,No,With Fury of the Small
16411,The Mighty Nein,25,02:20:27,Sam,Nott,Attack,Yes,14,7,No,Hand Crossbow
16412,The Mighty Nein,25,02:21:06,Taliesin,Molly,Attack,Yes,null,null,No,Summer's Dance
16413,The Mighty Nein,25,02:21:15,Taliesin,Molly,Attack,Yes,19,12,No,Summer's Dance
16414,The Mighty Nein,25,02:21:32,Taliesin,Molly,Damage,No,12,null,No,null
16415,The Mighty Nein,25,02:21:44,Taliesin,Molly,Attack,Yes,26,20,Yes,Scimitar
16416,The Mighty Nein,25,02:22:05,Taliesin,Molly,Damage,No,16,null,No,Gear Keeper AC lowered to 16
16417,The Mighty Nein,25,02:24:46,Laura,Jester,Healing,No,7,null,No,Healing Word (1st)- Caleb heals 7 points
16418,The Mighty Nein,25,02:26:10,Laura,Jester,Damage,No,17,null,No,Toll the Dead
16419,The Mighty Nein,25,02:27:33,Ashley,Yasha,Attack,Yes,null,null,No,Disregarded due to advantage
16420,The Mighty Nein,25,02:27:33,Ashley,Yasha,Attack,Yes,19,12,No,Magician's Judge with advantage
16421,The Mighty Nein,25,02:27:46,Ashley,Yasha,Damage,No,17,null,No,null
16422,The Mighty Nein,25,02:28:05,Ashley,Yasha,Attack,Yes,null,null,No,Disregarded due to advantage
16423,The Mighty Nein,25,02:28:05,Ashley,Yasha,Attack,Yes,22,15,No,Magician's Judge with advantage
16424,The Mighty Nein,25,02:28:13,Ashley,Yasha,Damage,No,16,null,No,null
16425,The Mighty Nein,25,02:29:33,Travis,Fjord,Attack,Yes,25,17,No,Wastehunter Falchion
16426,The Mighty Nein,25,02:29:33,Travis,Fjord,Attack,Yes,22,14,No,Wastehunter Falchion
16427,The Mighty Nein,25,02:29:49,Travis,Fjord,Damage,No,13,null,No,null
16428,The Mighty Nein,25,02:29:52,Travis,Fjord,Damage,No,13,null,No,null
16429,The Mighty Nein,25,02:31:31,Marisha,Beau,Attack,Yes,24,17,No,Staff aoO
16430,The Mighty Nein,25,02:31:43,Marisha,Beau,Damage,No,12,null,No,null
16431,The Mighty Nein,25,02:32:16,Taliesin,Molly,Attack,Yes,24,17,No,Summer's Dance AoO
16432,The Mighty Nein,25,02:32:24,Taliesin,Molly,Damage,No,9,null,No,null
16433,The Mighty Nein,25,02:33:14,Liam,Caleb,Dexterity Save,Yes,20,19,No,Against Shrapnel Blast
16434,The Mighty Nein,25,02:33:17,Marisha,Beau,Dexterity Save,Yes,14,7,No,Against Shrapnel Blast- Beau is unconscious
16435,The Mighty Nein,25,02:33:24,Taliesin,Molly,Dexterity Save,Yes,22,19,No,Against Shrapnel Blast
16436,The Mighty Nein,25,02:33:40,Travis,Fjord,Dexterity Save,Yes,17,16,No,Against Shrapnel Blast
16437,The Mighty Nein,25,02:33:42,Laura,Jester,Dexterity Save,Yes,10,6,No,Against Shrapnel Blast
16438,The Mighty Nein,25,02:35:35,Liam,Caleb,Constitution Save,Yes,12,10,No,Concentration
16439,The Mighty Nein,25,02:36:01,Marisha,Beau,Death Save,Yes,14,14,No,Beau succeeds one death save
16440,The Mighty Nein,25,02:36:22,Sam,Nott,Attack,Yes,25,18,No,Hand Crossbow SA
16441,The Mighty Nein,25,02:36:30,Sam,Nott,Damage,No,10,null,No,null
16442,The Mighty Nein,25,02:36:56,Sam,Nott,Attack,Yes,23,16,No,Hand Crossbow
16443,The Mighty Nein,25,02:37:01,Sam,Nott,Damage,No,6,null,No,null
16444,The Mighty Nein,25,02:38:23,Taliesin,Molly,Attack,Yes,22,15,No,Summer's Dance
16445,The Mighty Nein,25,02:38:28,Taliesin,Molly,Damage,No,12,null,No,null
16446,The Mighty Nein,25,02:38:38,Taliesin,Molly,Attack,Yes,24,17,No,Summer's Dance
16447,The Mighty Nein,25,02:38:45,Taliesin,Molly,Damage,No,10,null,No,HDYWTDT
16448,The Mighty Nein,25,02:41:34,Laura,Jester,Healing,No,12,null,No,Cure Wounds (1st)- Beau heals 12 points- is conscious
16449,The Mighty Nein,25,02:41:38,Laura,Jester,Healing,No,10,null,No,Cure Wounds (1st)- Caleb heals 10 points
16450,The Mighty Nein,25,02:41:46,Sam,Nott,Thieves' Tools,Yes,13,6,No,null
16451,The Mighty Nein,25,02:42:15,Taliesin,Molly,Strength,Yes,8,8,No,null
16452,The Mighty Nein,25,02:42:38,Ashley,Yasha,Strength,Yes,null,null,No,null
16453,The Mighty Nein,25,02:42:59,Sam,Nott,Thieves' Tools,Yes,26,19,No,null
16454,The Mighty Nein,25,02:43:59,Marisha,Beau,Investigation,Yes,12,7,No,null
16455,The Mighty Nein,25,02:44:43,Sam,Nott,Investigation,Yes,7,1,Yes,null
16456,The Mighty Nein,25,02:45:13,Liam,Caleb,Healing,No,null,null,No,Hit dice
16457,The Mighty Nein,25,02:45:26,Marisha,Beau,Healing,No,null,null,No,Hit dice
16458,The Mighty Nein,25,02:45:29,Ashley,Yasha,Investigation,Yes,11,null,No,null
16459,The Mighty Nein,25,02:52:15,Taliesin,Molly,Insight,Yes,8,2,No,null
16460,The Mighty Nein,25,02:52:25,Marisha,Beau,Deception,Yes,null,null,No,null
16461,The Mighty Nein,25,02:52:58,Sam,Nott,Investigation,Yes,12,6,No,Nott regains Burning Bolt
16462,The Mighty Nein,25,02:56:18,Taliesin,Molly,Persuasion,Yes,null,null,No,Disregarded due to advantage
16463,The Mighty Nein,25,02:56:18,Taliesin,Molly,Persuasion,Yes,6,6,No,With advantage
16464,The Mighty Nein,25,03:28:13,Sam,Nott,Perception,Yes,14,14,No,null
16465,The Mighty Nein,25,03:28:48,Sam,Nott,Sleight of Hand,Yes,22,12,No,null
16466,The Mighty Nein,25,03:30:49,Sam,Nott,Perception,Yes,9,9,No,null
16467,The Mighty Nein,25,03:30:49,Liam,Caleb,Perception,Yes,8,5,No,null
16468,The Mighty Nein,25,03:34:22,Ashley,Yasha,Wisdom Save,Yes,11,12,No,Against Hold Person
16469,The Mighty Nein,25,03:35:22,Ashley,Yasha,Wisdom Save,Yes,19,20,Yes,Against Hold Person
16470,The Mighty Nein,25,03:35:57,Laura,Jester,Strength,Yes,10,7,No,null
16471,The Mighty Nein,25,03:36:23,Ashley,Yasha,Attack,Yes,25,18,No,Magician's Judge
16472,The Mighty Nein,25,03:36:31,Ashley,Yasha,Damage,No,18,null,No,null
16473,The Mighty Nein,25,03:36:51,Ashley,Yasha,Attack,Yes,9,2,No,Magician's Judge
16474,The Mighty Nein,25,03:37:11,Ashley,Yasha,Athletics,Yes,13,7,No,null
16475,The Mighty Nein,25,03:37:40,Ashley,Yasha,Wisdom Save,Yes,3,4,No,Against Hold Person
16476,The Mighty Nein,25,03:38:31,Ashley,Yasha,Athletics,Yes,25,19,No,null
16477,The Mighty Nein,25,03:38:58,Ashley,Yasha,Wisdom Save,Yes,17,18,No,Against Hold Person
16478,The Mighty Nein,25,03:39:11,Ashley,Yasha,Athletics,Yes,8,2,No,null
16479,The Mighty Nein,26,00:14:29,Sam,Nott,Investigation,Yes,8,2,No,null
16480,The Mighty Nein,26,00:15:00,Taliesin,Molly,Investigation,Yes,2,2,No,null
16481,The Mighty Nein,26,00:15:50,Marisha,Beau,Investigation,Yes,6,1,Yes,null
16482,The Mighty Nein,26,00:17:13,Liam,Caleb,Perception,Yes,23,20,Yes,null
16483,The Mighty Nein,26,00:19:23,Sam,Nott,Survival,Yes,12,9,No,null
16484,The Mighty Nein,26,00:21:05,Liam,Caleb,Perception,Yes,9,6,No,null
16485,The Mighty Nein,26,00:21:45,Sam,Nott,Survival,Yes,14,11,No,null
16486,The Mighty Nein,26,00:22:43,Taliesin,Molly,Perception,Yes,14,11,No,null
16487,The Mighty Nein,26,00:24:20,Marisha,Beau,Stealth,Yes,12,5,No,null
16488,The Mighty Nein,26,00:25:58,Ashly,Keg,Perception,Yes,18,16,No,null
16489,The Mighty Nein,26,00:40:15,Marisha,Beau,History,Yes,3,1,Yes,null
16490,The Mighty Nein,26,00:51:53,Marisha,Beau,Perception,Yes,18,15,No,null
16491,The Mighty Nein,26,00:53:31,Marisha,Beau,Survival,Yes,12,9,No,null
16492,The Mighty Nein,26,00:54:20,Ashly,Keg,Survival,Yes,null,1,Yes,null
16493,The Mighty Nein,26,00:58:58,Sam,Nott,Investigation,Yes,18,12,No,null
16494,The Mighty Nein,26,00:59:04,Ashly,Keg,Investigation,Yes,3,4,No,null
16495,The Mighty Nein,26,00:59:05,Taliesin,Molly,Investigation,Yes,2,2,No,null
16496,The Mighty Nein,26,01:01:54,Sam,Nott,Perception,Yes,13,10,No,null
16497,The Mighty Nein,26,01:01:54,Taliesin,Molly,Perception,Yes,14,11,No,null
16498,The Mighty Nein,26,01:01:54,Ashly,Keg,Perception,Yes,19,17,No,null
16499,The Mighty Nein,26,01:01:58,Marisha,Beau,Perception,Yes,16,13,No,null
16500,The Mighty Nein,26,01:08:46,Ashly,Keg,Initiative,Yes,4,1,Yes,null
16501,The Mighty Nein,26,01:08:51,Marisha,Beau,Initiative,Yes,20,16,No,null
16502,The Mighty Nein,26,01:08:56,Taliesin,Molly,Initiative,Yes,16,13,No,null
16503,The Mighty Nein,26,01:09:00,Sam,Nott,Initiative,Yes,10,6,No,null
16504,The Mighty Nein,26,01:09:07,Liam,Caleb,Initiative,Yes,3,2,No,null
16505,The Mighty Nein,26,01:09:58,Marisha,Beau,Attack,Yes,15,8,No,Staff
16506,The Mighty Nein,26,01:11:09,Marisha,Beau,Damage,No,5,null,No,null
16507,The Mighty Nein,26,01:11:21,Marisha,Beau,Attack,Yes,21,14,No,Staff
16508,The Mighty Nein,26,01:11:37,Marisha,Beau,Damage,No,12,null,No,null
16509,The Mighty Nein,26,01:12:44,Marisha,Beau,Attack,Yes,13,6,No,Unarmed Strike with advantage
16510,The Mighty Nein,26,01:12:44,Marisha,Beau,Attack,Yes,null,null,No,Disregarded due to advantage
16511,The Mighty Nein,26,01:14:17,Taliesin,Molly,Attack,Yes,8,1,Yes,Disregarded due to advantage
16512,The Mighty Nein,26,01:14:17,Taliesin,Molly,Attack,Yes,25,18,No,Summer's Dance with advantage
16513,The Mighty Nein,26,01:14:25,Taliesin,Molly,Damage,No,13,null,No,null
16514,The Mighty Nein,26,01:14:41,Taliesin,Molly,Attack,Yes,null,null,No,Disregarded due to advantage
16515,The Mighty Nein,26,01:14:41,Taliesin,Molly,Attack,Yes,19,12,No,Summer's Dance with advantage
16516,The Mighty Nein,26,01:14:48,Taliesin,Molly,Damage,No,11,null,No,null
16517,The Mighty Nein,26,01:18:13,Liam,Caleb,Dexterity Save,Yes,21,20,Yes,Disregarded
16518,The Mighty Nein,26,01:18:19,Taliesin,Molly,Dexterity Save,Yes,22,19,No,Against Acid Spray
16519,The Mighty Nein,26,01:18:58,Taliesin,Molly,Dexterity Save,Yes,11,8,No,Against Acid Spray
16520,The Mighty Nein,26,01:19:30,Liam,Caleb,Dexterity Save,Yes,3,2,No,Against Acid Spray
16521,The Mighty Nein,26,01:19:30,Marisha,Beau,Dexterity Save,Yes,8,1,Yes,Against Acid Spray
16522,The Mighty Nein,26,01:20:52,Ashly,Keg,Acrobatics,Yes,23,20,Yes,null
16523,The Mighty Nein,26,01:21:17,Ashly,Keg,Attack,Yes,17,10,No,Warhammer
16524,The Mighty Nein,26,01:21:20,Ashly,Keg,Attack,Yes,25,18,No,Battleaxe
16525,The Mighty Nein,26,01:21:27,Ashly,Keg,Damage,No,6,null,No,null
16526,The Mighty Nein,26,01:21:29,Ashly,Keg,Damage,No,12,null,No,null
16527,The Mighty Nein,26,01:21:38,Ashly,Keg,Attack,Yes,15,8,No,Warhammer
16528,The Mighty Nein,26,01:21:44,Ashly,Keg,Damage,No,9,null,No,null
16529,The Mighty Nein,26,01:22:14,Sam,Nott,Attack,Yes,null,null,No,Disregarded due to disadvantage
16530,The Mighty Nein,26,01:22:14,Sam,Nott,Attack,Yes,12,4,No,Tinkertop Boltblaster 1000
16531,The Mighty Nein,26,01:23:20,Marisha,Beau,Attack,Yes,15,8,No,Staff
16532,The Mighty Nein,26,01:23:36,Marisha,Beau,Damage,No,9,null,No,null
16533,The Mighty Nein,26,01:23:44,Marisha,Beau,Attack,Yes,16,9,No,Staff
16534,The Mighty Nein,26,01:23:50,Marisha,Beau,Damage,No,11,null,No,null
16535,The Mighty Nein,26,01:23:56,Marisha,Beau,Attack,Yes,21,14,No,Staff
16536,The Mighty Nein,26,01:24:00,Marisha,Beau,Damage,No,7,null,No,null
16537,The Mighty Nein,26,01:24:18,Marisha,Beau,Attack,Yes,26,19,No,Unarmed Stirke
16538,The Mighty Nein,26,01:24:18,Marisha,Beau,Attack,Yes,9,2,No,Unarmed Stirke
16539,The Mighty Nein,26,01:24:25,Marisha,Beau,Damage,No,10,null,No,null
16540,The Mighty Nein,26,01:26:01,Taliesin,Molly,Attack,Yes,null,null,No,Disregarded due to advantage
16541,The Mighty Nein,26,01:26:01,Taliesin,Molly,Attack,Yes,25,18,No,Summer's Dance with advantage
16542,The Mighty Nein,26,01:26:09,Taliesin,Molly,Damage,No,14,null,No,null
16543,The Mighty Nein,26,01:26:17,Taliesin,Molly,Attack,Yes,8,1,Yes,Disregarded due to advantage
16544,The Mighty Nein,26,01:26:17,Taliesin,Molly,Attack,Yes,26,19,No,Summer's Dance with advantage
16545,The Mighty Nein,26,01:26:25,Taliesin,Molly,Damage,No,14,null,No,null
16546,The Mighty Nein,26,01:28:20,Sam,Nott,Stealth,Yes,30,20,Yes,null
16547,The Mighty Nein,26,01:29:53,Ashly,Keg,Attack,Yes,null,null,No,Warhammer
16548,The Mighty Nein,26,01:29:57,Ashly,Keg,Attack,Yes,null,null,No,Warhammer
16549,The Mighty Nein,26,01:30:00,Ashly,Keg,Damage,No,9,null,No,null
16550,The Mighty Nein,26,01:30:04,Ashly,Keg,Attack,Yes,null,null,No,Battleaxe
16551,The Mighty Nein,26,01:30:07,Ashly,Keg,Damage,No,7,null,No,null
16552,The Mighty Nein,26,01:31:25,Liam,Caleb,Damage,No,4,null,No,Magic Missile
16553,The Mighty Nein,26,01:31:29,Liam,Caleb,Damage,No,2,null,No,Magic Missile
16554,The Mighty Nein,26,01:31:31,Liam,Caleb,Damage,No,4,null,No,Magic Missile
16555,The Mighty Nein,26,01:32:08,Marisha,Beau,Attack,Yes,13,6,No,Staff
16556,The Mighty Nein,26,01:32:23,Marisha,Beau,Attack,Yes,18,11,No,Staff
16557,The Mighty Nein,26,01:32:31,Marisha,Beau,Damage,No,15,null,No,HDYWTDT
16558,The Mighty Nein,26,01:34:13,Taliesin,Molly,Medicine,Yes,9,6,No,null
16559,The Mighty Nein,26,01:34:27,Ashly,Keg,Medicine,Yes,13,null,No,null
16560,The Mighty Nein,26,01:35:22,Sam,Nott,Medicine,Yes,3,3,No,null
16561,The Mighty Nein,26,01:39:01,Marisha,Beau,Nature,Yes,12,10,No,null
16562,The Mighty Nein,26,01:42:13,Marisha,Beau,Medicine,Yes,23,20,Yes,null
16563,The Mighty Nein,26,01:43:52,Sam,Nott,Dexterity,Yes,16,12,No,null
16564,The Mighty Nein,26,01:45:04,Ashly,Keg,Dexterity,Yes,15,13,No,null
16565,The Mighty Nein,26,01:46:47,Marisha,Beau,Dexterity,Yes,24,17,No,null
16566,The Mighty Nein,26,01:47:34,Marisha,Beau,Perception,Yes,17,14,No,null
16567,The Mighty Nein,26,01:50:07,Taliesin,Molly,Perception,Yes,23,20,Yes,null
16568,The Mighty Nein,26,01:50:07,Liam,Caleb,Perception,Yes,16,13,No,null
16569,The Mighty Nein,26,01:56:17,Liam,Frumpkin,Perception,Yes,null,null,No,Disregarded due to disadvantage
16570,The Mighty Nein,26,01:56:17,Liam,Frumpkin,Perception,Yes,14,11,No,With disadvantage
16571,The Mighty Nein,26,02:01:12,Marisha,Beau,Stealth,Yes,11,4,No,null
16572,The Mighty Nein,26,02:01:12,Sam,Nott,Stealth,Yes,16,6,No,null
16573,The Mighty Nein,26,02:01:50,Taliesin,Molly,Hit Dice,No,null,null,No,null
16574,The Mighty Nein,26,02:02:02,Liam,Caleb,Stealth,Yes,10,9,No,null
16575,The Mighty Nein,26,02:02:17,Ashly,Keg,Stealth,Yes,26,20,Yes,Disregarded due to disadvantage
16576,The Mighty Nein,26,02:02:17,Ashly,Keg,Stealth,Yes,26,20,Yes,With disadvantage
16577,The Mighty Nein,26,02:03:11,Taliesin,Molly,Stealth,Yes,12,9,No,null
16578,The Mighty Nein,26,02:04:12,Marisha,Beau,Wisdom Save,Yes,15,12,No,null
16579,The Mighty Nein,26,02:05:02,Marisha,Beau,Persuasion,Yes,18,17,No,null
16580,The Mighty Nein,26,02:11:36,Ashly,Keg,Insight,Yes,15,null,No,null
16581,The Mighty Nein,26,02:20:44,Taliesin,Molly,Sleight of Hand,Yes,8,2,No,null
16582,The Mighty Nein,26,02:27:49,Liam,Caleb,Perception,Yes,7,9,No,With advantage- minus five
16583,The Mighty Nein,26,02:27:49,Liam,Caleb,Perception,Yes,4,1,Yes,Disregarded due to disadvantage
16584,The Mighty Nein,26,02:30:11,Ashly,Keg,Constitution Save,Yes,27,20,Yes,null
16585,The Mighty Nein,26,02:30:19,Taliesin,Molly,Constitution Save,Yes,21,19,No,null
16586,The Mighty Nein,26,02:30:22,Sam,Nott,Constitution Save,Yes,13,11,No,null
16587,The Mighty Nein,26,02:30:23,Marisha,Beau,Constitution Save,Yes,18,15,No,null
16588,The Mighty Nein,26,02:30:24,Liam,Caleb,Constitution Save,Yes,8,6,No,Caleb takes 1 point of exhaustion
16589,The Mighty Nein,26,02:31:15,Marisha,Beau,Perception,Yes,9,6,No,null
16590,The Mighty Nein,26,02:32:09,Ashly,Keg,Perception,Yes,16,14,No,null
16591,The Mighty Nein,26,02:32:20,Liam,Frumpkin,Perception,Yes,5,2,No,null
16592,The Mighty Nein,26,02:33:02,Sam,Nott,Perception,Yes,13,13,No,null
16593,The Mighty Nein,26,02:33:03,Ashly,Keg,Perception,Yes,10,8,No,null
16594,The Mighty Nein,26,02:39:27,Marisha,Beau,Perception,Yes,13,10,No,null
16595,The Mighty Nein,26,02:39:28,Taliesin,Molly,Perception,Yes,9,6,No,null
16596,The Mighty Nein,26,02:40:51,Marisha,Beau,d20,Yes,20,20,Yes,Card Game
16597,The Mighty Nein,26,02:40:53,Taliesin,Molly,Other,No,17,17,No,Card Game
16598,The Mighty Nein,26,02:43:36,Liam,Caleb,Perception,Yes,null,null,No,null
