RollID,Campaign,Episode,Time,Player,Character,Type of Roll,D20?,Total Roll,Natural Roll,Crit?,Notes
2380,Vox Machina,21,03:43:29,Orion,Tiberius,Other,No,19,14,No,Counterspell- With advantage
2381,Vox Machina,21,03:43:29,Orion,Tiberius,Other,No,null,null,No,Counterspell- Disregarded due to advantage
2382,Vox Machina,21,03:45:27,Liam,Vax,Stealth,Yes,28,15,No,null
2383,Vox Machina,21,03:45:40,Liam,Vax,Attack,Yes,27,16,No,null
2384,Vox Machina,21,03:46:03,Liam,Vax,Damage,No,30,null,No,assuming extra Damage here too-  not specifically mentioned
2385,Vox Machina,21,03:50:00,Marisha,Keyleth,Nature,Yes,28,18,No,Disregarded due to advantage
2386,Vox Machina,21,03:50:00,Marisha,Keyleth,Nature,Yes,null,20,Yes,Extract Eyes with advantage
2387,Vox Machina,21,03:50:17,Marisha,Keyleth,Nature,Yes,null,20,Yes,Extract Tongue with advantage
2388,Vox Machina,21,03:50:17,Marisha,Keyleth,Nature,Yes,null,null,No,Disregarded due to advantage
2389,Vox Machina,21,03:50:35,Marisha,Keyleth,Nature,Yes,16,6,No,Extract Heart with advantage
2390,Vox Machina,21,03:51:19,Marisha,Keyleth,Nature,Yes,29,19,No,Extract Claws with advantage
2391,Vox Machina,21,03:51:19,Marisha,Keyleth,Nature,Yes,null,null,No,Disregarded due to advantage
2392,Vox Machina,21,03:51:38,Marisha,Keyleth,Nature,Yes,null,null,No,Disregarded due to advantage
2393,Vox Machina,21,03:51:38,Marisha,Keyleth,Nature,Yes,25,15,No,Extract Canine Teeth with advantage
2394,Vox Machina,21,03:55:37,Orion,Tiberius,Intimidation,Yes,14,9,No,null
2395,Vox Machina,22,00:14:54,Laura,Vex,Perception,Yes,9,3,No,null
2396,Vox Machina,22,00:15:11,Liam,Vax,Perception,Yes,20,10,No,null
2397,Vox Machina,22,00:20:15,Orion,Tiberius,Religion,Yes,null,null,No,Disregarded due to Vex's Nat20
2398,Vox Machina,22,00:20:23,Taliesin,Percy,Religion,Yes,null,null,No,Disregarded due to Vex's Nat20
2399,Vox Machina,22,00:20:23,Laura,Vex,Religion,Yes,null,20,Yes,null
2400,Vox Machina,22,00:26:38,Laura,Vex,Insight,Yes,24,18,No,null
2401,Vox Machina,22,00:29:38,Orion,Tiberius,Arcana,Yes,24,18,No,null
2402,Vox Machina,22,01:02:53,Travis,Grog,Investigation,Yes,17,19,No,null
2403,Vox Machina,22,01:08:27,Travis,Grog,Persuasion,Yes,13,12,No,null
2404,Vox Machina,22,01:41:00,Ashley,Pike,Medicine,Yes,7,3,No,null
2405,Vox Machina,22,01:42:02,Marisha,Keyleth,Medicine,Yes,19,13,No,null
2406,Vox Machina,22,01:47:57,Laura,Vex,Investigation,Yes,15,13,No,null
2407,Vox Machina,22,01:50:02,Laura,Vex,Persuasion,Yes,null,20,Yes,null
2408,Vox Machina,22,01:57:41,Orion,Tiberius,Animal Handling,Yes,null,null,No,null
2409,Vox Machina,22,01:59:05,Taliesin,Percy,Tinkering,Yes,14,4,No,Ammunition
2410,Vox Machina,22,01:59:05,Taliesin,Percy,Tinkering,Yes,null,null,No,Disregarded due to disadvantage
2411,Vox Machina,22,02:08:53,Marisha,Keyleth,Nature,Yes,27,17,No,null
2412,Vox Machina,22,02:16:21,Liam,Vax,Perception,Yes,15,5,No,null
2413,Vox Machina,22,02:16:21,Taliesin,Percy,Perception,Yes,17,10,No,null
2414,Vox Machina,22,02:16:21,Ashley,Pike,Perception,Yes,17,9,No,null
2415,Vox Machina,22,02:16:21,Marisha,Keyleth,Perception,Yes,14,4,No,null
2416,Vox Machina,22,02:16:21,Laura,Vex,Perception,Yes,15,9,No,null
2417,Vox Machina,22,02:16:21,Travis,Grog,Perception,Yes,8,8,No,null
2418,Vox Machina,22,02:16:21,Orion,Tiberius,Perception,Yes,13,16,No,null
2419,Vox Machina,22,02:17:45,Taliesin,Percy,Investigation,Yes,14,11,No,null
2420,Vox Machina,22,02:20:45,Orion,Tiberius,Constitution Save,Yes,18,11,No,null
2421,Vox Machina,22,02:20:45,Taliesin,Percy,Constitution Save,Yes,13,7,No,null
2422,Vox Machina,22,02:20:45,Marisha,Keyleth,Constitution Save,Yes,9,7,No,null
2423,Vox Machina,22,02:20:45,Laura,Vex,Constitution Save,Yes,9,9,No,null
2424,Vox Machina,22,02:20:45,Liam,Vax,Constitution Save,Yes,4,4,No,null
2425,Vox Machina,22,02:20:45,Ashley,Pike,Constitution Save,Yes,17,16,No,null
2426,Vox Machina,22,02:20:45,Travis,Grog,Constitution Save,Yes,18,9,No,null
2427,Vox Machina,22,02:22:50,Laura,Vex,Perception,Yes,8,2,No,null
2428,Vox Machina,22,02:23:24,Liam,Vax,Stealth,Yes,null,null,No,Disregarded due to disadvantage
2429,Vox Machina,22,02:23:24,Liam,Vax,Stealth,Yes,15,2,No,null
2430,Vox Machina,22,02:23:24,Orion,Tiberius,Stealth,Yes,22,19,No,null
2431,Vox Machina,22,02:23:24,Taliesin,Percy,Stealth,Yes,11,5,No,null
2432,Vox Machina,22,02:23:24,Marisha,Keyleth,Stealth,Yes,null,null,No,Disregarded due to disadvantage
2433,Vox Machina,22,02:23:24,Marisha,Keyleth,Stealth,Yes,14,12,No,null
2434,Vox Machina,22,02:23:24,Travis,Grog,Stealth,Yes,21,19,No,null
2435,Vox Machina,22,02:23:24,Ashley,Pike,Stealth,Yes,19,19,No,null
2436,Vox Machina,22,02:23:24,Laura,Vex,Stealth,Yes,null,null,No,Disregarded due to disadvantage
2437,Vox Machina,22,02:23:24,Laura,Vex,Stealth,Yes,15,6,No,null
2438,Vox Machina,22,02:24:32,Laura,Trinket,Stealth,Yes,null,null,No,Presumably bad
2439,Vox Machina,22,02:25:28,Marisha,Keyleth,Perception,Yes,23,13,No,null
2440,Vox Machina,22,02:26:33,Travis,Grog,Perception,Yes,null,1,Yes,Fail
2441,Vox Machina,22,02:27:49,Orion,Tiberius,Arcana,Yes,null,null,No,null
2442,Vox Machina,22,02:28:50,Liam,Vax,Dexterity Save,Yes,null,1,Yes,null
2443,Vox Machina,22,02:28:50,Marisha,Keyleth,Dexterity Save,Yes,23,19,No,null
2444,Vox Machina,22,02:28:50,Laura,Vex,Dexterity Save,Yes,13,4,No,null
2445,Vox Machina,22,02:28:50,Laura,Trinket,Dexterity Save,Yes,13,13,No,null
2446,Vox Machina,22,02:31:12,Orion,Tiberius,Strength,Yes,15,14,No,Telekinesis
2447,Vox Machina,22,02:32:05,Orion,Tiberius,Dexterity Save,Yes,5,2,No,null
2448,Vox Machina,22,02:32:05,Taliesin,Percy,Dexterity Save,Yes,18,12,No,null
2449,Vox Machina,22,02:32:05,Travis,Grog,Dexterity Save,Yes,13,11,No,null
2450,Vox Machina,22,02:32:05,Ashley,Pike,Dexterity Save,Yes,15,15,No,null
2451,Vox Machina,22,02:32:43,Orion,Tiberius,Constitution Save,Yes,24,17,No,Concentration
2452,Vox Machina,22,02:33:02,Laura,Vex,Attack,Yes,16,5,No,Arrow
2453,Vox Machina,22,02:33:17,Laura,Vex,Damage,No,17,null,No,null
2454,Vox Machina,22,02:34:40,Orion,Tiberius,Strength,Yes,19,18,No,null
2455,Vox Machina,22,02:35:05,Orion,Tiberius,Strength,Yes,14,13,No,null
2456,Vox Machina,22,02:35:50,Taliesin,Percy,Attack,Yes,31,19,No,Bad News Aimed Shot
2457,Vox Machina,22,02:36:36,Taliesin,Percy,Acrobatics,Yes,23,17,No,null
2458,Vox Machina,22,02:40:04,Marisha,Keyleth,Perception,Yes,28,18,No,null
2459,Vox Machina,22,02:40:04,Taliesin,Percy,Perception,Yes,15,8,No,null
2460,Vox Machina,22,02:40:04,Ashley,Pike,Perception,Yes,13,5,No,null
2461,Vox Machina,22,02:40:04,Laura,Vex,Perception,Yes,12,6,No,null
2462,Vox Machina,22,02:40:04,Liam,Vax,Perception,Yes,null,1,Yes,null
2463,Vox Machina,22,02:40:04,Travis,Grog,Perception,Yes,null,null,No,null
2464,Vox Machina,22,02:40:04,Orion,Tiberius,Perception,Yes,null,1,Yes,null
2465,Vox Machina,22,02:41:18,Marisha,Keyleth,Nature,Yes,25,15,No,null
2466,Vox Machina,22,02:43:05,Travis,Grog,Strength,Yes,19,15,No,null
2467,Vox Machina,22,02:43:11,Ashley,Pike,Strength,Yes,9,8,No,null
2468,Vox Machina,22,02:44:40,Marisha,Keyleth,Persuasion,Yes,10,10,No,null
2469,Vox Machina,22,02:53:03,Laura,Vex,Insight,Yes,22,16,No,null
2470,Vox Machina,22,03:02:22,Marisha,Keyleth,Wisdom,Yes,27,17,No,null
2471,Vox Machina,22,03:03:36,Marisha,Keyleth,Nature,Yes,19,9,No,null
2472,Vox Machina,22,03:04:32,Marisha,Keyleth,Wisdom,Yes,null,null,No,Disregarded due to advantage
2473,Vox Machina,22,03:04:32,Marisha,Keyleth,Wisdom,Yes,18,8,No,null
2474,Vox Machina,22,03:06:54,Liam,Vax,Wisdom Save,Yes,16,14,No,null
2475,Vox Machina,22,03:10:44,Marisha,Keyleth,Wisdom,Yes,28,15,No,null
2476,Vox Machina,22,03:10:44,Marisha,Keyleth,Wisdom,Yes,null,1,Yes,Disregarded due to advantage
2477,Vox Machina,22,03:11:52,Marisha,Keyleth,Investigation,Yes,16,14,No,null
2478,Vox Machina,22,03:14:26,Orion,Tiberius,Stealth,Yes,28,15,No,null
2479,Vox Machina,22,03:14:26,Marisha,Keyleth,Stealth,Yes,25,13,No,null
2480,Vox Machina,22,03:14:26,Travis,Grog,Stealth,Yes,17,5,No,null
2481,Vox Machina,22,03:14:26,Taliesin,Percy,Stealth,Yes,19,3,No,null
2482,Vox Machina,22,03:14:26,Ashley,Pike,Stealth,Yes,null,null,No,Disregarded due to disadvantage
2483,Vox Machina,22,03:14:26,Ashley,Pike,Stealth,Yes,23,13,No,null
2484,Vox Machina,22,03:14:26,Liam,Vax,Stealth,Yes,38,15,No,null
2485,Vox Machina,22,03:14:26,Laura,Vex,Stealth,Yes,22,3,No,null
2486,Vox Machina,22,03:16:19,Orion,Tiberius,Constitution Save,Yes,21,14,No,null
2487,Vox Machina,22,03:16:19,Taliesin,Percy,Constitution Save,Yes,11,5,No,null
2488,Vox Machina,22,03:16:19,Liam,Vax,Constitution Save,Yes,13,13,No,null
2489,Vox Machina,22,03:16:19,Travis,Grog,Constitution Save,Yes,20,11,No,null
2490,Vox Machina,22,03:16:19,Ashley,Pike,Constitution Save,Yes,13,12,No,null
2491,Vox Machina,22,03:16:19,Laura,Vex,Constitution Save,Yes,5,5,No,null
2492,Vox Machina,22,03:16:19,Marisha,Keyleth,Constitution Save,Yes,null,null,No,null
2493,Vox Machina,22,03:17:42,Laura,Vex,Perception,Yes,17,11,No,null
2494,Vox Machina,22,03:17:42,Liam,Vax,Perception,Yes,null,null,No,Bad
2495,Vox Machina,22,03:19:12,Liam,Vax,Initiative,Yes,19,14,No,null
2496,Vox Machina,22,03:19:12,Laura,Vex,Initiative,Yes,18,13,No,null
2497,Vox Machina,22,03:19:12,Orion,Tiberius,Initiative,Yes,15,12,No,null
2498,Vox Machina,22,03:19:12,Taliesin,Percy,Initiative,Yes,9,1,No,null
2499,Vox Machina,22,03:19:12,Ashley,Pike,Initiative,Yes,9,9,No,null
2500,Vox Machina,22,03:19:12,Marisha,Keyleth,Initiative,Yes,5,3,No,null
2501,Vox Machina,22,03:19:12,Travis,Grog,Initiative,Yes,3,1,No,null
2502,Vox Machina,22,03:22:08,Orion,Tiberius,Dexterity Save,Yes,null,1,Yes,Tiberius is on fire
2503,Vox Machina,22,03:22:08,Taliesin,Percy,Dexterity Save,Yes,15,9,No,Percy is on fire
2504,Vox Machina,22,03:22:08,Marisha,Keyleth,Dexterity Save,Yes,24,20,No,null
2505,Vox Machina,22,03:22:08,Liam,Vax,Dexterity Save,Yes,27,18,No,null
2506,Vox Machina,22,03:22:08,Laura,Vex,Dexterity Save,Yes,16,7,No,null
2507,Vox Machina,22,03:22:08,Ashley,Pike,Dexterity Save,Yes,18,18,No,null
2508,Vox Machina,22,03:22:08,Travis,Grog,Dexterity Save,Yes,16,14,No,null
2509,Vox Machina,22,03:23:55,Laura,Trinket,Dexterity Save,Yes,null,null,No,null
2510,Vox Machina,22,03:24:15,Liam,Vax,Attack,Yes,22,11,No,Keen Dagger Sneak Attack
2511,Vox Machina,22,03:24:47,Liam,Vax,Damage,No,20,null,No,null
2512,Vox Machina,22,03:24:50,Liam,Vax,Attack,Yes,13,3,No,Dagger
2513,Vox Machina,22,03:24:55,Liam,Vax,Attack,Yes,19,9,No,Dagger
2514,Vox Machina,22,03:26:33,Laura,Vex,Attack,Yes,25,14,No,Hail of Thorns
2515,Vox Machina,22,03:26:48,Laura,Vex,Damage,No,17,null,No,Arrow Damage
2516,Vox Machina,22,03:26:54,Laura,Vex,Damage,No,6,null,No,Hunter's Mark
2517,Vox Machina,22,03:27:10,Laura,Vex,Damage,No,13,null,No,Hail of Thorns Damage
2518,Vox Machina,22,03:27:40,Laura,Vex,Attack,Yes,null,20,Yes,Arrow
2519,Vox Machina,22,03:28:04,Laura,Vex,Damage,No,14,null,No,null
2520,Vox Machina,22,03:29:18,Orion,Tiberius,Arcana,Yes,22,16,No,Ability to read blight scroll?
2521,Vox Machina,22,03:30:35,Orion,Tiberius,Damage,No,25,null,No,Blight
2522,Vox Machina,22,03:34:19,Taliesin,Percy,Healing,No,19,null,No,Second Wind- Percy heals 19 points
2523,Vox Machina,22,03:35:02,Liam,Vax,Damage,No,9,null,No,null
2524,Vox Machina,22,03:35:03,Ashley,Pike,Attack,Yes,15,7,No,Guiding Bolt
2525,Vox Machina,22,03:35:36,Ashley,Pike,Damage,No,18,null,No,null
2526,Vox Machina,22,03:37:44,Marisha,Keyleth,Damage,No,16,null,No,Whelm
2527,Vox Machina,22,03:39:53,Travis,Grog,Attack,Yes,24,15,No,Axe
2528,Vox Machina,22,03:40:00,Travis,Grog,Attack,Yes,19,10,No,Axe
2529,Vox Machina,22,03:40:03,Travis,Grog,Attack,Yes,24,15,No,Axe
2530,Vox Machina,22,03:40:08,Travis,Grog,Damage,No,11,null,No,null
2531,Vox Machina,22,03:40:11,Travis,Grog,Damage,No,19,null,No,null
2532,Vox Machina,22,03:40:15,Travis,Grog,Damage,No,12,null,No,null
2533,Vox Machina,22,03:43:48,Laura,Vex,Attack,Yes,19,8,No,Lightning Arrow
2534,Vox Machina,22,03:44:36,Laura,Vex,Damage,No,25,null,No,null
2535,Vox Machina,22,03:44:45,Travis,Grog,Dexterity Save,Yes,18,16,No,null
2536,Vox Machina,22,03:45:32,Laura,Vex,Attack,Yes,27,16,No,Bloodseeking Bow
2537,Vox Machina,22,03:45:46,Laura,Vex,Damage,No,16,null,No,null
2538,Vox Machina,22,03:48:28,Travis,Grog,Dexterity Save,Yes,14,12,No,Via Tiberius' Glacial Blast
2539,Vox Machina,22,03:48:28,Travis,Grog,Dexterity Save,Yes,null,null,No,Disregarded due to disadvantage
2540,Vox Machina,22,03:48:28,Marisha,Keyleth,Dexterity Save,Yes,4,2,No,Via Tiberius' Glacial Blast
2541,Vox Machina,22,03:48:28,Marisha,Keyleth,Dexterity Save,Yes,null,null,No,Disregarded due to disadvantage
2542,Vox Machina,22,03:52:01,Taliesin,Percy,Attack,Yes,9,2,No,Ice shot (Pepperbox)- Misfire
2543,Vox Machina,22,03:52:27,Taliesin,Percy,Tinkering,Yes,12,2,No,null
2544,Vox Machina,22,03:55:40,Marisha,Keyleth,Attack,Yes,20,13,No,??
2545,Vox Machina,22,03:55:48,Marisha,Keyleth,Attack,Yes,18,11,No,??
2546,Vox Machina,22,03:56:02,Marisha,Keyleth,Damage,No,10,null,No,null
2547,Vox Machina,22,03:56:08,Marisha,Keyleth,Damage,No,13,null,No,null
2548,Vox Machina,22,03:57:20,Travis,Grog,Attack,Yes,20,11,No,Axe
2549,Vox Machina,22,03:57:22,Travis,Grog,Attack,Yes,19,10,No,Axe
2550,Vox Machina,22,03:57:26,Travis,Grog,Attack,Yes,22,13,No,Axe
2551,Vox Machina,22,03:57:34,Travis,Grog,Damage,No,11,null,No,null
2552,Vox Machina,22,03:57:36,Travis,Grog,Damage,No,17,null,No,null
2553,Vox Machina,22,03:57:40,Travis,Grog,Damage,No,19,null,No,null
2554,Vox Machina,22,03:59:48,Liam,Vax,Attack,Yes,18,7,No,Dagger Sneak Attack
2555,Vox Machina,22,03:59:52,Liam,Vax,Attack,Yes,null,null,No,Miss
2556,Vox Machina,22,03:59:54,Liam,Vax,Attack,Yes,null,20,Yes,Dagger - Defeat Cerkonos
2557,Vox Machina,22,04:00:16,Liam,Vax,Damage,No,31,null,No,null
2558,Vox Machina,22,04:00:27,Liam,Vax,Damage,No,10,null,No,null
2559,Vox Machina,22,04:01:35,Laura,Vex,Attack,Yes,15,4,No,Hail of Thorns
2560,Vox Machina,22,04:01:48,Laura,Vex,Damage,No,35,null,No,null
2561,Vox Machina,22,04:02:24,Laura,Vex,Attack,Yes,13,2,No,Arrow
2562,Vox Machina,22,04:02:39,Laura,Vex,Damage,No,20,null,No,null
2563,Vox Machina,22,04:06:05,Taliesin,Percy,Attack,Yes,21,9,No,Pepperbox
2564,Vox Machina,22,04:06:05,Taliesin,Percy,Attack,Yes,null,null,No,Disregarded due to disadvantage
2565,Vox Machina,22,04:06:11,Taliesin,Percy,Attack,Yes,17,5,No,Pepperbox
2566,Vox Machina,22,04:06:11,Taliesin,Percy,Attack,Yes,null,null,No,Disregarded due to disadvantage
2567,Vox Machina,22,04:06:17,Taliesin,Percy,Attack,Yes,26,14,No,Pepperbox
2568,Vox Machina,22,04:06:17,Taliesin,Percy,Attack,Yes,null,null,No,Disregarded due to disadvantage
2569,Vox Machina,22,04:06:38,Taliesin,Percy,Damage,No,18,null,No,null
2570,Vox Machina,22,04:06:38,Taliesin,Percy,Damage,No,8,null,No,null
2571,Vox Machina,22,04:06:38,Taliesin,Percy,Damage,No,9,null,No,Druid 2 Defeated
2572,Vox Machina,22,04:09:04,Taliesin,Percy,Constitution,Yes,21,15,No,null
2573,Vox Machina,22,04:09:04,Marisha,Keyleth,Constitution,Yes,22,18,No,null
2574,Vox Machina,22,04:09:04,Orion,Tiberius,Constitution,Yes,19,16,No,null
2575,Vox Machina,22,04:09:04,Liam,Vax,Constitution,Yes,10,10,No,null
2576,Vox Machina,22,04:09:04,Laura,Vex,Constitution,Yes,9,9,No,null
2577,Vox Machina,22,04:09:04,Ashley,Pike,Constitution,Yes,5,4,No,null
2578,Vox Machina,22,04:09:04,Travis,Grog,Constitution,Yes,13,4,No,null
2579,Vox Machina,22,04:09:47,Travis,Grog,Healing,No,19,null,No,Stone's Endurance
2580,Vox Machina,22,04:10:40,Marisha,Keyleth,Survival,Yes,24,14,No,null
2581,Vox Machina,22,04:10:40,Marisha,Keyleth,Survival,Yes,null,null,No,Disregarded due to advantage
2582,Vox Machina,22,04:11:27,Taliesin,Percy,Constitution,Yes,21,15,No,null
2583,Vox Machina,22,04:11:27,Marisha,Keyleth,Constitution,Yes,13,9,No,null
2584,Vox Machina,22,04:11:27,Orion,Tiberius,Constitution,Yes,14,11,No,null
2585,Vox Machina,22,04:11:27,Liam,Vax,Constitution,Yes,14,14,No,null
2586,Vox Machina,22,04:11:27,Laura,Vex,Constitution,Yes,18,18,No,null
2587,Vox Machina,22,04:11:27,Ashley,Pike,Constitution,Yes,8,7,No,null
2588,Vox Machina,22,04:11:27,Travis,Grog,Constitution,Yes,19,10,No,null
2589,Vox Machina,22,04:12:32,Travis,Grog,Acrobatics,Yes,6,4,No,null
2590,Vox Machina,22,04:12:32,Ashley,Pike,Acrobatics,Yes,16,16,No,null
2591,Vox Machina,22,04:12:32,Laura,Vex,Acrobatics,Yes,null,1,Yes,null
2592,Vox Machina,22,04:12:32,Liam,Vax,Acrobatics,Yes,25,16,No,null
2593,Vox Machina,22,04:12:32,Orion,Tiberius,Acrobatics,Yes,null,1,Yes,null
2594,Vox Machina,22,04:12:32,Marisha,Keyleth,Acrobatics,Yes,19,17,No,null
2595,Vox Machina,22,04:12:32,Taliesin,Percy,Acrobatics,Yes,12,6,No,null
2596,Vox Machina,22,04:13:35,Ashley,Pike,Healing,No,33,null,No,Mass Cure Wounds- Party heals 33 points
2597,Vox Machina,23,00:17:10,Travis,Grog,Insight,Yes,9,9,No,null
2598,Vox Machina,23,00:22:57,Marisha,Keyleth,Medicine,Yes,21,15,No,null
2599,Vox Machina,23,00:26:45,Laura,Vex,Sleight of Hand,Yes,null,20,Yes,null
2600,Vox Machina,23,00:41:22,Travis,Grog,Initiative,Yes,null,null,No,Disregarded due to advantage
2601,Vox Machina,23,00:41:22,Travis,Grog,Initiative,Yes,20,18,No,null
2602,Vox Machina,23,00:42:43,Travis,Grog,Athletics,Yes,25,17,No,null
2603,Vox Machina,23,00:42:43,Travis,Grog,Damage,No,6,null,No,null
2604,Vox Machina,23,00:46:11,Travis,Grog,Attack,Yes,23,15,No,null
2605,Vox Machina,23,00:46:11,Travis,Grog,Damage,No,6,null,No,null
2606,Vox Machina,23,00:46:44,Travis,Grog,Athletics,Yes,14,6,No,null
2607,Vox Machina,23,00:47:08,Travis,Grog,Attack,Yes,27,19,No,null
2608,Vox Machina,23,00:47:08,Travis,Grog,Damage,No,7,null,No,null
2609,Vox Machina,23,00:49:50,Travis,Grog,Attack,Yes,13,5,No,null
2610,Vox Machina,23,00:50:13,Travis,Grog,Attack,Yes,16,8,No,null
2611,Vox Machina,23,00:50:24,Travis,Grog,Attack,Yes,14,6,No,null
2612,Vox Machina,23,00:52:12,Travis,Grog,Attack,Yes,26,18,No,null
2613,Vox Machina,23,00:52:12,Travis,Grog,Damage,No,8,null,No,null
2614,Vox Machina,23,00:52:50,Travis,Grog,Attack,Yes,25,17,No,null
2615,Vox Machina,23,00:52:50,Travis,Grog,Damage,No,8,null,No,null
2616,Vox Machina,23,00:53:44,Travis,Grog,Attack,Yes,13,5,No,null
2617,Vox Machina,23,00:56:23,Travis,Grog,Attack,Yes,19,11,No,With disadvantage
2618,Vox Machina,23,00:56:23,Travis,Grog,Attack,Yes,null,20,Yes,Disregarded due to disadvantage
2619,Vox Machina,23,00:56:23,Travis,Grog,Damage,No,8,null,No,null
2620,Vox Machina,23,00:57:22,Travis,Grog,Attack,Yes,21,13,No,Disregarded due to disadvantage
2621,Vox Machina,23,00:57:22,Travis,Grog,Attack,Yes,22,7,No,With advantage- Inspiration adds 7
2622,Vox Machina,23,00:58:01,Travis,Grog,Athletics,Yes,24,16,No,null
2623,Vox Machina,23,00:58:01,Travis,Grog,Damage,No,6,null,No,null
2624,Vox Machina,23,01:00:41,Travis,Grog,Attack,Yes,null,null,No,Disregarded due to advantage
2625,Vox Machina,23,01:00:41,Travis,Grog,Attack,Yes,23,15,No,With advantage
2626,Vox Machina,23,01:00:41,Travis,Grog,Damage,No,8,null,No,null
2627,Vox Machina,23,01:02:35,Travis,Grog,Athletics,Yes,25,17,No,null
2628,Vox Machina,23,01:02:35,Travis,Grog,Athletics,Yes,26,18,No,null
2629,Vox Machina,23,01:02:35,Travis,Grog,Damage,No,14,null,No,null
2630,Vox Machina,23,01:04:40,Travis,Grog,Attack,Yes,null,null,No,Disregarded due to advantage
2631,Vox Machina,23,01:04:40,Travis,Grog,Attack,Yes,23,15,No,With advantage
2632,Vox Machina,23,01:04:40,Travis,Grog,Damage,No,8,null,No,null
2633,Vox Machina,23,01:04:53,Travis,Grog,Attack,Yes,null,null,No,Disregarded due to advantage
2634,Vox Machina,23,01:04:53,Travis,Grog,Attack,Yes,20,12,No,With advantage
2635,Vox Machina,23,01:04:53,Travis,Grog,Damage,No,8,null,No,null
2636,Vox Machina,23,01:04:58,Travis,Grog,Attack,Yes,null,null,No,Disregarded due to advantage
2637,Vox Machina,23,01:04:58,Travis,Grog,Attack,Yes,15,7,No,With advantage
2638,Vox Machina,23,01:06:30,Travis,Grog,Athletics,Yes,null,1,Yes,null
2639,Vox Machina,23,01:07:52,Travis,Grog,Athletics,Yes,21,13,No,null
2640,Vox Machina,23,01:08:27,Travis,Grog,Attack,Yes,17,9,No,null
2641,Vox Machina,23,01:10:13,Travis,Grog,Attack,Yes,null,null,No,Less than 19 ('Miss')
2642,Vox Machina,23,01:10:19,Travis,Grog,Attack,Yes,21,13,No,null
2643,Vox Machina,23,01:10:22,Travis,Grog,Attack,Yes,null,null,No,Less than 19 ('Miss' and threw d20)
2644,Vox Machina,23,01:10:23,Travis,Grog,Damage,No,8,null,No,null
2645,Vox Machina,23,01:12:00,Travis,Grog,Attack,Yes,22,14,No,null
2646,Vox Machina,23,01:12:15,Travis,Grog,Attack,Yes,25,17,No,null
2647,Vox Machina,23,01:12:15,Travis,Grog,Damage,No,7,null,No,null
2648,Vox Machina,23,01:13:00,Travis,Grog,Attack,Yes,19,11,No,null
2649,Vox Machina,23,01:13:00,Travis,Grog,Damage,No,8,null,No,null
2650,Vox Machina,23,01:15:40,Marisha,Keyleth,Sleight of Hand,Yes,18,16,No,null
2651,Vox Machina,23,01:16:16,Marisha,Keyleth,Deception,Yes,11,11,No,null
2652,Vox Machina,23,01:17:17,Orion,Tiberius,Deception,Yes,22,13,No,Disregarded due to disadvantage
2653,Vox Machina,23,01:17:17,Orion,Tiberius,Deception,Yes,21,12,No,With disadvantage
2654,Vox Machina,23,01:18:10,Travis,Grog,Attack,Yes,25,17,No,null
2655,Vox Machina,23,01:18:10,Travis,Grog,Damage,No,8,null,No,null
2656,Vox Machina,23,01:18:25,Travis,Grog,Attack,Yes,16,8,No,null
2657,Vox Machina,23,01:18:44,Travis,Grog,Attack,Yes,27,19,No,null
2658,Vox Machina,23,01:18:44,Travis,Grog,Damage,No,8,null,No,null
2659,Vox Machina,23,01:21:00,Travis,Grog,Constitution,Yes,21,12,No,Relentless rage
2660,Vox Machina,23,01:21:50,Travis,Grog,Attack,Yes,18,10,No,null
2661,Vox Machina,23,01:22:16,Travis,Grog,Attack,Yes,15,7,No,null
2662,Vox Machina,23,01:23:20,Travis,Grog,Attack,Yes,13,5,No,null
2663,Vox Machina,23,01:25:30,Travis,Grog,Attack,Yes,null,null,No,Disregarded due to disadvantage
2664,Vox Machina,23,01:25:30,Travis,Grog,Attack,Yes,22,14,No,With disadvantage- Inspiration used- HDYWTDT
2665,Vox Machina,23,01:25:30,Travis,Grog,Damage,No,8,null,No,null
2666,Vox Machina,23,01:36:18,Sam,Scanlan,Deception,Yes,15,2,No,null
2667,Vox Machina,23,01:37:27,Laura,Vex,Survival,Yes,16,10,No,null
2668,Vox Machina,23,01:39:02,Laura,Vex,Deception,Yes,24,17,No,null
2669,Vox Machina,23,01:40:00,Sam,Scanlan,Deception,Yes,20,7,No,null
2670,Vox Machina,23,02:07:18,Taliesin,Percy,Investigation,Yes,14,11,No,null
2671,Vox Machina,23,02:11:55,Taliesin,Percy,Persuasion,Yes,25,19,No,null
2672,Vox Machina,23,02:16:46,Taliesin,Percy,Persuasion,Yes,24,18,No,null
2673,Vox Machina,23,02:18:27,Orion,Tiberius,Animal Handling,Yes,15,18,No,null
2674,Vox Machina,23,02:45:09,Laura,Vex,Insight,Yes,null,null,No,Vax KOing Kynen interrupted
2675,Vox Machina,23,02:45:25,Liam,Vax,Attack,Yes,null,17,No,null
2676,Vox Machina,23,02:45:25,Liam,Vax,Damage,No,66,null,No,Dagger Handle Sneak Attack
2677,Vox Machina,23,02:48:07,Liam,Vax,Intimidation,Yes,16,14,No,null
2678,Vox Machina,23,02:49:33,Liam,Vax,Persuasion,Yes,7,1,No,Disregarded due to Luck- unannounced nat1 or bad math/mod
2679,Vox Machina,23,02:49:33,Liam,Vax,Persuasion,Yes,null,20,Yes,With Luck
